1
2
250
200
114	145.03	0.101961
113	145.919	0.105882
112	146.798	0.109804
111	147.659	0.117647
110	148.501	0.117647
109	149.323	0.121569
108	150.215	0.12549
107	151.08	0.129412
106	151.916	0.133333
105	152.719	0.137255
104	153.498	0.141176
103	154.327	0.141176
102	155.13	0.145098
101	155.892	0.14902
100	156.616	0.152941
99	157.305	0.156863
98	158.001	0.156863
97	158.658	0.160784
96	159.278	0.164706
95	159.894	0.164706
94	160.464	0.168627
93	161.012	0.168627
92	161.521	0.172549
91	161.993	0.176471
90	162.447	0.176471
89	162.881	0.176471
88	163.28	0.180392
87	163.661	0.180392
86	164.006	0.184314
85	164.333	0.184314
84	164.642	0.184314
83	164.917	0.188235
82	165.173	0.188235
81	165.411	0.188235
80	165.63	0.188235
79	165.818	0.192157
78	165.986	0.192157
77	166.136	0.192157
76	166.266	0.192157
75	166.377	0.192157
74	166.469	0.192157
73	166.541	0.192157
72	166.583	0.196078
71	166.605	0.196078
70	166.607	0.196078
69	166.59	0.196078
68	166.552	0.196078
67	166.494	0.196078
66	166.424	0.192157
65	166.332	0.192157
64	166.22	0.192157
63	166.085	0.192157
62	165.929	0.192157
61	165.751	0.192157
60	165.551	0.192157
59	165.328	0.192157
58	165.088	0.188235
57	164.825	0.188235
56	164.538	0.188235
55	164.227	0.188235
54	163.896	0.184314
53	163.54	0.184314
52	163.158	0.184314
51	162.754	0.180392
50	162.324	0.180392
49	161.869	0.176471
48	161.387	0.176471
47	160.879	0.172549
46	160.344	0.172549
45	159.782	0.168627
44	159.176	0.168627
43	158.533	0.164706
42	157.851	0.164706
41	157.135	0.160784
40	156.39	0.156863
39	155.612	0.160784
38	154.802	0.164706
37	153.959	0.168627
36	153.081	0.172549
35	152.166	0.176471
34	151.213	0.180392
33	150.217	0.184314
32.0382	149.217	0.188235
31.1184	148.217	0.192157
30.2401	147.217	0.196078
29.4028	146.217	0.2
28.6059	145.217	0.203922
27.8083	144.217	0.203922
27.051	143.217	0.207843
26.3339	142.217	0.211765
25.657	141.217	0.215686
24.9794	140.217	0.215686
24.3424	139.217	0.219608
23.7463	138.217	0.223529
23.1496	137.217	0.223529
22.5946	136.217	0.227451
22.0389	135.217	0.227451
21.5261	134.217	0.231373
21.0127	133.217	0.231373
20.5438	132.217	0.235294
20.0742	131.217	0.235294
19.6514	130.217	0.239216
19.228	129.217	0.239216
18.8545	128.217	0.243137
18.4807	127.217	0.243137
18.1613	126.217	0.247059
17.842	125.217	0.247059
17.5225	124.217	0.247059
17.2024	123.217	0.247059
16.9467	122.217	0.25098
16.6912	121.217	0.25098
16.4352	120.217	0.25098
16.2665	119.217	0.254902
16.1017	118.217	0.254902
15.9329	117.217	0.254902
15.7546	116.217	0.247059
15.5687	115.217	0.243137
15.3728	114.217	0.239216
15.3728	113.217	0.235294
15.3728	112.217	0.231373
15.3728	111.217	0.227451
15.3728	110.217	0.223529
15.3728	109.217	0.219608
15.3728	108.217	0.215686
15.3728	107.217	0.211765
15.3728	106.217	0.207843
15.3728	105.217	0.203922
15.3728	104.217	0.2
15.3728	103.217	0.196078
15.3728	102.217	0.192157
15.3728	101.217	0.188235
15.3728	100.217	0.184314
15	100	0.180392
